"Make","Model","Device","Link","Connection","Wired/Wireless","WirelessConnection","Home Button","Latency Tier","Latency (in ms)","SD","Max","Min","Category","Face Buttons","Row","Date Added","ID","DeviceClean","DeviceNorm","Platforms","Price","PriceNum","Amazon","Imputed","SD up","SD down","MatchedCaptureFiles","N","RawMean","RawSD","Median","P90","P95","P99","IQR","RawMin","RawMax","PctOnTime","BinA","BinB","BinC","Consistency","HasRawCapture","MetricSource"
"Buffalo","iBuffalo Classic","Buffalo - iBuffalo Classic",,"Wired USB","Wired","-","NO","S",0.69,0.1,1.19,0.19,"Controller","4.0",86,"05/25/2020",1,"Buffalo - iBuffalo Classic","buffalo ibuffalo classic","",,,,TRUE,0.885996398454005,0.494003601545995,,,,,,,,,,,,95.9,100,0,0,,FALSE,"Direct measurement"
"bootsector","RetroPad32","bootsector - RetroPad32",,"Wired USB","Wired","-","NO","S",0.711,0.289,1.248,0.2,"Controller Adapter","-",78,"05/27/2020",2,"bootsector - RetroPad32","bootsector retropad32","",,,,FALSE,1.27722959153208,0.144370408467924,,,,,,,,,,,,95.7,100,0,0,,FALSE,"Direct measurement"
"MisterAddons","MiSTercade","MisterAddons - MiSTercade",,"Wired USB","Wired","-","YES","S",0.738,0.289,1.272,0.216,"Joystick Encoder","-",156,"08/22/2020",4,"MisterAddons - MiSTercade","misteraddons mistercade","",,,,FALSE,1.30482959153208,0.171970408467924,,,,,,,,,,,,95.6,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","Genesis to USB Adapter","DaemonBite - Genesis to USB Adapter",,"Genesis 3 Button Controller","Wired","-","NO","S",0.75,0.29,1.28,0.24,"Controller Adapter","-",91,"05/25/2020",5,"DaemonBite - Genesis to USB Adapter","daemonbite genesis to usb adapter","",,,,FALSE,1.31838955551662,0.181610444483384,,,,,,,,,,,,95.5,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","Arcade Controller","DaemonBite - Arcade Controller",,"Wired USB","Wired","-","YES","S",0.758,0.289,1.264,0.236,"Joystick Encoder","-",88,"05/30/2020",6,"DaemonBite - Arcade Controller","daemonbite arcade controller","",,,,FALSE,1.32402959153208,0.191170408467925,,,,,,,,,,,,95.5,100,0,0,,FALSE,"Direct measurement"
"Brook","Universal Fighting Board","Brook - Universal Fighting Board [Wii U]",,"Wired USB","Wired","-","YES","S",0.767,0.297,2.196,0.236,"Joystick Encoder","-",82,"09/12/2020",7,"Brook - Universal Fighting Board [Wii U]","brook universal fighting board wii u","",,,,FALSE,1.3489093034084,0.184690696591604,,,,,,,,,,,,95.4,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","PC Engine to USB Adapter","DaemonBite - PC Engine to USB Adapter",,"NEC PI-PD6 2 button Controller","Wired","-","NO","S",0.781,0.29,1.592,0.244,"Controller Adapter","-",92,"07/02/2020",8,"DaemonBite - PC Engine to USB Adapter","daemonbite pc engine to usb adapter","",,,,FALSE,1.34938955551662,0.212610444483385,,,,,,,,,,,,95.3,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","Dual Genesis to USB Adapter","DaemonBite - Dual Genesis to USB Adapter",,"Genesis 3 Button Controller","Wired","-","NO","S",0.783,0.289,1.312,0.244,"Controller Adapter","-",89,"06/02/2020",9,"DaemonBite - Dual Genesis to USB Adapter","daemonbite dual genesis to usb adapter","",,,,FALSE,1.34982959153208,0.216970408467924,,,,,,,,,,,,95.3,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","Saturn to USB Adapter","DaemonBite - Saturn to USB Adapter",,"Saturn Japanese Controller (171-6830B)","Wired","-","NO","S",0.799,0.29,1.376,0.252,"Controller Adapter","-",93,"06/02/2020",10,"DaemonBite - Saturn to USB Adapter","daemonbite saturn to usb adapter","",,,,FALSE,1.36698955551662,0.230210444483384,,,,,,,,,,,,95.2,100,0,0,,FALSE,"Direct measurement"
"Brook","Universal Fighting Board","Brook - Universal Fighting Board [PS3]",,"Wired USB","Wired","-","YES","S",0.813,0.289,1.332,0.304,"Joystick Encoder","-",80,"09/12/2020",11,"Brook - Universal Fighting Board [PS3]","brook universal fighting board ps3","",,,,FALSE,1.37922959153208,0.246370408467924,,,,,,,,,,,,95.1,100,0,0,,FALSE,"Direct measurement"
"Brook","Universal Fighting Board","Brook - Universal Fighting Board [PS4]",,"Wired USB","Wired","-","YES","S",0.818,0.289,1.376,0.312,"Joystick Encoder","-",81,"09/12/2020",12,"Brook - Universal Fighting Board [PS4]","brook universal fighting board ps4","",,,,FALSE,1.38442959153208,0.251570408467924,,,,,,,,,,,,95.1,100,0,0,,FALSE,"Direct measurement"
"8BitDo","SFC30 (1st Rev.)","8BitDo - SFC30 (1st Rev.)",,"Wired USB","Wired","-","NO","S",0.84,0.1,1.34,0.32,"Controller","4.0",48,"05/25/2020",13,"8BitDo - SFC30 (1st Rev.)","8bitdo sfc30 1st rev","",,,,TRUE,1.03599639845401,0.644003601545995,,,,,,,,,,,,95,100,0,0,,FALSE,"Direct measurement"
"Brook","Universal Fighting Board","Brook - Universal Fighting Board [XBox 360]",,"Wired USB","Wired","-","YES","S",0.857,0.424,2.296,0.228,"Joystick Encoder","-",83,"09/12/2020",14,"Brook - Universal Fighting Board [XBox 360]","brook universal fighting board xbox 360","",,,,FALSE,1.68832472944498,0.0262752705550172,,,,,,,,,,,,94.9,100,0,0,,FALSE,"Direct measurement"
"8BitDo","NES30","8BitDo - NES30",,"Wired USB","Wired","-","NO","S",0.87,0.29,1.38,0.356,"Controller","4.0",20,"05/27/2020",15,"8BitDo - NES30","8bitdo nes30","",,,,FALSE,1.43848955551662,0.301710444483384,,,,,,,,,,,,94.8,100,0,0,,FALSE,"Direct measurement"
"8BitDo","SN30 (Model 80BA)","8BitDo - SN30 (Model 80BA)",,"Wired USB","Wired","-","NO","S",0.873,0.289,1.388,0.356,"Controller","4.0",49,"05/27/2020",16,"8BitDo - SN30 (Model 80BA)","8bitdo sn30 model 80ba","",,,,FALSE,1.43972959153208,0.306870408467924,,,,,,,,,,,,94.8,100,0,0,,FALSE,"Direct measurement"
"8BitDo","N30 Arcade Stick","8BitDo - N30 Arcade Stick [X-Input]",,"Wired USB","Wired","-","NO","A",1,0.289,1.54,0.484,"Joystick","8.0",19,"06/29/2020",17,"8BitDo - N30 Arcade Stick [X-Input]","8bitdo n30 arcade stick x input","",,,,FALSE,1.56662959153208,0.433770408467924,,,,,,,,,,,,94,100,0,0,,FALSE,"Direct measurement"
"8BitDo","SN30 2.4G SNES (Model 81AD)","8BitDo - SN30 2.4G SNES (Model 81AD)",,"Wired USB","Wired","-","NO","A",1.003,0.311,1.684,0.328,"Controller","4.0",56,"07/20/2020",18,"8BitDo - SN30 2.4G SNES (Model 81AD)","8bitdo sn30 2 4g snes model 81ad","",,,,FALSE,1.61274879919196,0.393651200808043,,,,,,,,,,,,94,100,0,0,,FALSE,"Direct measurement"
"Retro-Bit","Genesis 8 Button USB","Retro-Bit - Genesis 8 Button USB",,"Wired USB","Wired","-","NO","A",1.01,0.46,3.336,0.328,"Controller","6.0",197,"06/30/2020",19,"Retro-Bit - Genesis 8 Button USB","retro bit genesis 8 button usb","",,,,FALSE,1.91138343288842,0.108216567111575,,,,,,,,,,,,93.9,100,0,0,,FALSE,"Direct measurement"
"8BitDo","N30 Arcade Stick","8BitDo - N30 Arcade Stick [D-Input]",,"Wired USB","Wired","-","NO","A",1.025,0.289,1.56,0.5,"Joystick","8.0",15,"06/29/2020",20,"8BitDo - N30 Arcade Stick [D-Input]","8bitdo n30 arcade stick d input","",,,,FALSE,1.59132959153208,0.458470408467924,,,,,,,,,,,,93.9,100,0,0,,FALSE,"Direct measurement"
"8BitDo","PCE 2.4G Wireless Gamepad","8BitDo - PCE 2.4G Wireless Gamepad",,"Wired USB","Wired","-","YES","A",1.033,0.345,8.008,0.38,"Controller","2.0",36,"05/30/2020",21,"8BitDo - PCE 2.4G Wireless Gamepad","8bitdo pce 2 4g wireless gamepad","",,,,FALSE,1.70918757466632,0.356812425333682,,,,,,,,,,,,93.8,100,0,0,,FALSE,"Direct measurement"
"Retro-Bit","Saturn Wired","Retro-Bit - Saturn Wired [D-Input]",,"Wired USB","Wired","-","NO","A",1.045,0.505,3.816,0.348,"Controller","6.0",210,"05/25/2020",22,"Retro-Bit - Saturn Wired [D-Input]","retro bit saturn wired d input","",,,,FALSE,2.03498181219273,0.0554181878072728,,,,,,,,,,,,93.7,100,0,0,,FALSE,"Direct measurement"
"8BitDo","M30 (Genesis Mini & Switch)","8BitDo - M30 (Genesis Mini & Switch)",,"Wired USB","Wired","-","YES","A",1.05,0.1,1.62,0.47,"Controller","6.0",12,"05/25/2020",23,"8BitDo - M30 (Genesis Mini & Switch)","8bitdo m30 genesis mini and switch","",,,,TRUE,1.24599639845401,0.854003601545995,,,,,,,,,,,,93.7,100,0,0,,FALSE,"Direct measurement"
"8BitDo","M30 (Genesis DE9)","8BitDo - M30 (Genesis DE9)",,"Wired USB","Wired","-","YES","A",1.065,0.314,1.792,0.34,"Controller","6.0",10,"05/30/2020",25,"8BitDo - M30 (Genesis DE9)","8bitdo m30 genesis de9","",,,,FALSE,1.68012869114558,0.449271308854423,,,,,,,,,,,,93.6,100,0,0,,FALSE,"Direct measurement"
"Retro-Bit","Saturn Wired","Retro-Bit - Saturn Wired [X-Input]",,"Wired USB","Wired","-","NO","A",1.071,0.54,4.096,0.34,"Controller","6.0",211,"05/25/2020",26,"Retro-Bit - Saturn Wired [X-Input]","retro bit saturn wired x input","",,,,FALSE,2.12898055165163,0.0122194483483711,,,,,,,,,,,,93.6,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","SNES / SFC to USB Adapter","DaemonBite - SNES / SFC to USB Adapter",,"SNES Controller","Wired","-","NO","A",1.111,0.298,1.752,0.512,"Controller Adapter","-",94,"06/02/2020",27,"DaemonBite - SNES / SFC to USB Adapter","daemonbite snes sfc to usb adapter","",,,,FALSE,1.69536926739294,0.527230732607064,,,,,,,,,,,,93.3,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander PS4 V2","Hori - Fighting Commander PS4 V2 [PC]",,"Wired USB","Wired","-","YES","A",1.332,0.411,2.304,0.372,"Controller","6.0",105,"05/25/2020",28,"Hori - Fighting Commander PS4 V2 [PC]","hori fighting commander ps4 v2 pc","",,,,FALSE,2.13754519764596,0.526454802354038,,,,,,,,,,,,92,100,0,0,,FALSE,"Direct measurement"
"Retroflag","Genesis USB Controller","Retroflag - Genesis USB Controller",,"Wired USB","Wired","-","NO","A",1.437,0.328,8.476,0.884,"Controller","6.0",217,"08/14/2020",29,"Retroflag - Genesis USB Controller","retroflag genesis usb controller","",,,,FALSE,2.07956818692914,0.793831813070862,,,,,,,,,,,,91.4,100,0,0,,FALSE,"Direct measurement"
"Paradise Arcade","Lono","Paradise Arcade - Lono",,"Wired USB","Wired","-","YES","A",1.516,0.345,2.316,0.624,"Joystick Encoder","-",176,"06/01/2020",30,"Paradise Arcade - Lono","paradise arcade lono","",,,,FALSE,2.19268757466632,0.840312425333682,,,,,,,,,,,,90.9,100,0,0,,FALSE,"Direct measurement"
"DaemonBite","Dual Genesis to USB Adapter","DaemonBite - Dual Genesis to USB Adapter",,"6 Button Controller","Wired","-","NO","A",1.604,0.557,2.904,0.3,"Controller Adapter","-",90,"06/02/2020",31,"DaemonBite - Dual Genesis to USB Adapter","daemonbite dual genesis to usb adapter","",,,,FALSE,2.69549993938881,0.51210006061119,,,,,,,,,,,,90.4,100,0,0,,FALSE,"Direct measurement"
"Raphnet","PCEngine Controller to USB Adapter","Raphnet - PCEngine Controller to USB Adapter",,"PC Engine NEC PI-PD6","Wired","-","NO","A",1.632,0.414,2.64,0.624,"Controller Adapter","-",190,"06/30/2020",32,"Raphnet - PCEngine Controller to USB Adapter","raphnet pcengine controller to usb adapter","",,,,FALSE,2.44352508959958,0.820674910400418,,,,,,,,,,,,90.2,100,0,0,,FALSE,"Direct measurement"
"Raphnet","SNES Controller to USB Adapter","Raphnet - SNES Controller to USB Adapter",,"Wired USB","Wired","-","NO","A",1.646,0.414,2.624,0.656,"Controller Adapter","-",191,"08/14/2020",33,"Raphnet - SNES Controller to USB Adapter","raphnet snes controller to usb adapter","",,,,FALSE,2.45742508959958,0.834574910400418,,,,,,,,,,,,90.1,100,0,0,,FALSE,"Direct measurement"
"bootsector","LLOAD","bootsector - LLOAD",,"Wired USB","Wired","-","NO","A",1.67,0.1,2.18,1.18,"Controller Adapter","-",77,"05/25/2020",34,"bootsector - LLOAD","bootsector lload","",,,,TRUE,1.86599639845401,1.47400360154599,,,,,,,,,,,,90,100,0,0,,FALSE,"Direct measurement"
"Toodles","MC Cthlulhu","Toodles - MC Cthlulhu",,"Wired USB","Wired","-","NO","A",1.696,0.293,3.748,1.18,"Joystick Encoder","-",237,"06/16/2020",35,"Toodles - MC Cthlulhu","toodles mc cthlulhu","",,,,FALSE,2.27056944747024,1.12203055252976,,,,,,,,,,,,89.8,100,0,0,,FALSE,"Direct measurement"
"2600-daptor","D9","2600-daptor - D9",,"Wired USB","Wired","-","NO","A",1.704,0.29,2.244,1.18,"Controller Adapter","-",2,"06/06/2020",36,"2600-daptor - D9","2600 daptor d9","",,,,FALSE,2.27278955551662,1.13601044448338,,,,,,,,,,,,89.8,100,0,0,,FALSE,"Direct measurement"
"Sega","Genesis Mini 3 Button USB (MK-16500)","Sega - Genesis Mini 3 Button USB (MK-16500)",,"Wired USB","Wired","-","NO","A",1.714,0.29,2.26,1.168,"Controller","3.0",224,"06/30/2020",38,"Sega - Genesis Mini 3 Button USB (MK-16500)","sega genesis mini 3 button usb mk 16500","",,,,FALSE,2.28198955551662,1.14521044448338,,,,,,,,,,,,89.7,100,0,0,,FALSE,"Direct measurement"
"Brook","Zero Pi Fighting Board","Brook - Zero Pi Fighting Board",,"Wired USB","Wired","-","NO","A",1.736,0.291,3.688,1.224,"Joystick Encoder","-",85,"06/09/2020",39,"Brook - Zero Pi Fighting Board","brook zero pi fighting board","",,,,FALSE,2.30614951950116,1.16545048049884,,,,,,,,,,,,89.6,100,0,0,,FALSE,"Direct measurement"
"Retroflag","Classic (SNES Style)","Retroflag - Classic (SNES Style)",,"Wired USB","Wired","-","NO","A",1.738,0.292,2.3,1.164,"Controller","4.0",216,"05/25/2020",40,"Retroflag - Classic (SNES Style)","retroflag classic snes style","",,,,FALSE,2.3107094834857,1.1660905165143,,,,,,,,,,,,89.6,100,0,0,,FALSE,"Direct measurement"
"XinMoTek","XM-08 USB Adapter","XinMoTek - XM-08 USB Adapter",,"Wired USB","Wired","-","NO","A",1.75,0.29,2.328,1.192,"Controller Adapter",,246,"06/13/2021",41,"XinMoTek - XM-08 USB Adapter","xinmotek xm 08 usb adapter","",,,,FALSE,2.31858955551662,1.18181044448338,,,,,,,,,,,,89.5,100,0,0,,FALSE,"Direct measurement"
"SNK","Neo-Geo Mini","SNK - Neo-Geo Mini",,"Wired USB","Wired","-","NO","A",1.756,0.293,2.352,1.184,"Controller","4.0",225,"05/25/2020",42,"SNK - Neo-Geo Mini","snk neo geo mini","",,,,FALSE,2.32976944747024,1.18123055252976,,,,,,,,,,,,89.5,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Stick Mini","Hori - Fighting Stick Mini",,"Wired USB","Wired","-","YES","A",1.785,0.3,2.444,1.14,"Joystick","8.0",113,"06/09/2020",43,"Hori - Fighting Stick Mini","hori fighting stick mini","",,,,FALSE,2.37318919536202,1.19721080463798,,,,,,,,,,,,89.3,100,0,0,,FALSE,"Direct measurement"
"Hori","TurboGrafx 16 Mini USB Controller","Hori - TurboGrafx 16 Mini USB Controller",,"Wired USB","Wired","-","NO","A",1.788,0.296,2.372,1.168,"Controller","2.0",123,"06/01/2020",44,"Hori - TurboGrafx 16 Mini USB Controller","hori turbografx 16 mini usb controller","",,,,FALSE,2.36824933942386,1.20795066057614,,,,,,,,,,,,89.3,100,0,0,,FALSE,"Direct measurement"
"Raphnet","Classic Controller to USB adapter - V3","Raphnet - Classic Controller to USB adapter - V3",,"SNES Classic","Wired","-","NO","A",1.804,0.413,2.78,0.804,"Controller Adapter","-",188,"05/25/2020",45,"Raphnet - Classic Controller to USB adapter - V3","raphnet classic controller to usb adapter v3","",,,,FALSE,2.61346512561504,0.994534874384958,,,,,,,,,,,,89.2,100,0,0,,FALSE,"Direct measurement"
"Sony","DualSense","Sony - DualSense",,"Wired USB","Wired","-","YES","A",1.809,0.296,2.48,1.18,"Controller","4.0",227,"08/08/2021",46,"Sony - DualSense","sony dualsense","",,,,FALSE,2.38891041117797,1.22884966882203,,,,,,,,,,,,89.1,100,0,0,,FALSE,"Direct measurement"
"Sony","Playstation Classic","Sony - Playstation Classic",,"Wired USB","Wired","-","NO","A",2.044,0.577,3.092,1.032,"Controller","4.0",235,"05/27/2020",48,"Sony - Playstation Classic","sony playstation classic","",,,,FALSE,3.17479921907961,0.913000780920389,,,,,,,,,,,,87.7,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander PS4 V2","Hori - Fighting Commander PS4 V2 [PS3]",,"Wired USB","Wired","-","YES","A",2.185,0.418,3.16,1.176,"Controller","6.0",106,"05/25/2020",49,"Hori - Fighting Commander PS4 V2 [PS3]","hori fighting commander ps4 v2 ps3","",,,,FALSE,3.00406494553774,1.36553505446226,,,,,,,,,,,,86.9,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander PS4 V2","Hori - Fighting Commander PS4 V2 [PS4]",,"Wired USB","Wired","-","YES","A",2.206,0.429,7.528,1.216,"Controller","6.0",107,"05/25/2020",50,"Hori - Fighting Commander PS4 V2 [PS4]","hori fighting commander ps4 v2 ps4","",,,,FALSE,3.04682454936768,1.36517545063232,,,,,,,,,,,,86.8,100,0,0,,FALSE,"Direct measurement"
"RetroUSB","RetroKit SNES","RetroUSB - RetroKit SNES",,"Wired USB","Wired","-","NO","A",2.26,0.422,3.284,1.272,"Controller Adapter","-",220,"06/29/2020",51,"RetroUSB - RetroKit SNES","retrousb retrokit snes","",,,,FALSE,3.0868048014759,1.4325951985241,,,,,,,,,,,,86.4,100,0,0,,FALSE,"Direct measurement"
"Razer","Panthera Evo","Razer - Panthera Evo",,"Wired USB","Wired","-","YES","A",2.296,0.403,3.2963,1.32,"Joystick","8.0",192,"06/13/2020",52,"Razer - Panthera Evo","razer panthera evo","",,,,FALSE,3.08616548576964,1.50643451423036,,,,,,,,,,,,86.2,100,0,0,,FALSE,"Direct measurement"
"RetroUSB","RetroKit NES","RetroUSB - RetroKit NES",,"Wired USB","Wired","-","NO","A",2.297,0.434,3.324,1.292,"Controller Adapter","-",219,"06/29/2020",53,"RetroUSB - RetroKit NES","retrousb retrokit nes","",,,,FALSE,3.14812436929038,1.44687563070962,,,,,,,,,,,,86.2,100,0,0,,FALSE,"Direct measurement"
"PDP","Xbox 360 Versus Controller (MS-3660)","PDP - Xbox 360 Versus Controller (MS-3660)",,"Wired USB","Wired","-","YES","A",2.806,1.206,5.688,0.28,"Controller","6.0",177,"05/25/2020",54,"PDP - Xbox 360 Versus Controller (MS-3660)","pdp xbox 360 versus controller ms 3660","",,,,FALSE,5.1695165653553,0.442083434644696,,,,,,,,,,,,83.2,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander Octa (AB03-001)","Hori - Fighting Commander Octa (AB03-001)",,"Wired USB","Wired","-","YES","A",2.904,1.187,5.35,0.45,"Controller","6.0",104,"08/08/2021",55,"Hori - Fighting Commander Octa (AB03-001)","hori fighting commander octa ab03 001","",,,,FALSE,5.22949028247129,0.577783335528712,1,2042,2.90314887365328,1.18676740784559,2.9,4.489,4.76,5.1177,2.0175,0.45,5.35,82.6,100,0,0,59.1,TRUE,"Direct measurement"
"Mayflash","2 Port SNES to USB","Mayflash - 2 Port SNES to USB",,"Wired USB","Wired","-","NO","A",2.916,0.58,3.936,1.904,"Controller Adapter","-",134,"05/25/2020",56,"Mayflash - 2 Port SNES to USB","mayflash 2 port snes to usb","",,,,FALSE,4.05247911103323,1.77892088896677,,,,,,,,,,,,82.5,100,0,0,,FALSE,"Direct measurement"
"Qanba","Obsidian","Qanba - Obsidian [PS4]",,"Wired USB","Wired","-","YES","A",3.024,1.163,5.028,1.02,"Joystick","8.0",187,"08/14/2020",57,"Qanba - Obsidian [PS4]","qanba obsidian ps4","",,,,FALSE,5.30373811402008,0.744861885979918,,,,,,,,,,,,81.9,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander Xbox One","Hori - Fighting Commander Xbox One [Xbox One]",,"Wired USB","Wired","-","YES","A",3.153,1.16,5.176,1.12,"Controller","6.0",112,"06/02/2020",58,"Hori - Fighting Commander Xbox One [Xbox One]","hori fighting commander xbox one xbox one","",,,,FALSE,5.42615822206646,0.879041777933538,,,,,,,,,,,,81.1,100,0,0,,FALSE,"Direct measurement"
"Hori","Fighting Commander Xbox One","Hori - Fighting Commander Xbox One [Xbox 360 / PC]",,"Wired USB","Wired","-","YES","A",3.158,1.158,5.204,1.124,"Controller","6.0",110,"06/01/2020",59,"Hori - Fighting Commander Xbox One [Xbox 360 / PC]","hori fighting commander xbox one xbox 360 pc","",,,,FALSE,5.42743829409738,0.888161705902618,,,,,,,,,,,,81.1,100,0,0,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro USB","8BitDo - SN30 Pro USB [Wired]",,"Wired USB","Wired","-","YES","A",3.245,0.962,5.112,1.688,"Controller","4.0",60,"06/07/2020",61,"8BitDo - SN30 Pro USB [Wired]","8bitdo sn30 pro usb wired","",,,,FALSE,5.13008535312753,1.35911464687247,,,,,,,,,,,,80.5,100,0,0,,FALSE,"Direct measurement"
"Qanba","Drone","Qanba - Drone [PS3]",,"Wired USB","Wired","-","YES","A",3.25,0.812,5.24,1.296,"Joystick","8.0",183,"08/14/2020",62,"Qanba - Drone [PS3]","qanba drone ps3","",,,,FALSE,4.84139075544652,1.65840924455348,,,,,,,,,,,,80.5,100,0,0,,FALSE,"Direct measurement"
"Qanba","Drone","Qanba - Drone [PS4]",,"Wired USB","Wired","-","YES","A",3.264,0.824,5.232,1.344,"Joystick","8.0",184,"08/14/2020",63,"Qanba - Drone [PS4]","qanba drone ps4","",,,,FALSE,4.879510323261,1.649489676739,,,,,,,,,,,,80.4,100,0,0,,FALSE,"Direct measurement"
"Qanba","Obsidian","Qanba - Obsidian [PC]",,"Wired USB","Wired","-","YES","A",3.273,0.814,5.196,1.28,"Joystick","8.0",185,"08/14/2020",64,"Qanba - Obsidian [PC]","qanba obsidian pc","",,,,FALSE,4.8682106834156,1.6773893165844,,,,,,,,,,,,80.4,100,0,0,,FALSE,"Direct measurement"
"Qanba","Obsidian","Qanba - Obsidian [PS3]",,"Wired USB","Wired","-","YES","A",3.279,0.818,5.252,1.324,"Joystick","8.0",186,"08/14/2020",65,"Qanba - Obsidian [PS3]","qanba obsidian ps3","",,,,FALSE,4.88235053935376,1.67584946064624,,,,,,,,,,,,80.3,100,0,0,,FALSE,"Direct measurement"
"RetroUSB","RetroKit Genesis","RetroUSB - RetroKit Genesis",,"Wired USB","Wired","-","NO","A",3.379,1.489,6.408,0.484,"Controller Adapter","-",218,"06/29/2020",66,"RetroUSB - RetroKit Genesis","retrousb retrokit genesis","",,,,FALSE,6.29778637298014,0.46101362701986,,,,,,,,,,,,79.7,100,0,0,,FALSE,"Direct measurement"
"Ultimarc","J-PAC","Ultimarc - J-PAC",,"Wired USB","Wired","-","NO","A",3.401,1.169,5.628,1.172,"Joystick Encoder","-",242,"05/30/2020",67,"Ultimarc - J-PAC","ultimarc j pac","",,,,FALSE,5.69229789792732,1.10990210207268,,,,,,,,,,,,79.6,100,0,0,,FALSE,"Direct measurement"
"Ultimarc","I-PAC (2004)","Ultimarc - I-PAC (2004)",,"Wired USB","Wired","-","NO","A",3.514,1.167,5.708,1.208,"Joystick Encoder","-",240,"06/16/2020",68,"Ultimarc - I-PAC (2004)","ultimarc i pac 2004","",,,,FALSE,5.80167796995824,1.22712203004176,,,,,,,,,,,,78.9,100,0,0,,FALSE,"Direct measurement"
"Sony","DualShock 4 (Rev2)","Sony - DualShock 4 (Rev2)",,"Wired USB","Wired","-","YES","A",3.56,0.1,4.08,3.03,"Controller","4.0",231,"05/25/2020",69,"Sony - DualShock 4 (Rev2)","sony dualshock 4 rev2","",,,,TRUE,3.75599639845401,3.36400360154599,,,,,,,,,,,,78.6,100,0,0,,FALSE,"Direct measurement"
"PowerA","Fusion Wired Fightpad for PS4","PowerA - Fusion Wired Fightpad for PS4",,"Wired USB","Wired","-","YES","A",3.566,1.171,6.068,1.104,"Controller","6.0",178,"05/27/2020",70,"PowerA - Fusion Wired Fightpad for PS4","powera fusion wired fightpad for ps4","",,,,FALSE,5.8613178258964,1.2710821741036,,,,,,,,,,,,78.6,100,0,0,,FALSE,"Direct measurement"
"Krikzz","Joyzz","Krikzz - Joyzz",,"2.4 GHz DE9 (DaemonBite)","Wireless","2.4 GHz","NO","A",3.642,0.296,4.332,3.06,"Controller","6.0",126,"06/01/2020",71,"Krikzz - Joyzz","krikzz joyzz","",,,,FALSE,4.22194933942386,3.06165066057614,,,,,,,,,,,,78.1,100,0,0,,FALSE,"Direct measurement"
"Generic","1 Port SNES to USB (AliExpress)","Generic - 1 Port SNES to USB (AliExpress)",,"Wired USB","Wired","-","NO","A",3.699,0.865,5.212,2.188,"Controller Adapter","-",101,"05/25/2020",72,"Generic - 1 Port SNES to USB (AliExpress)","generic 1 port snes to usb aliexpress","",,,,FALSE,5.39476884662715,2.00403115337285,,,,,,,,,,,,77.8,100,0,0,,FALSE,"Direct measurement"
"Mayflash","Megadrive Controller Adapter PC USB","Mayflash - Megadrive Controller Adapter PC USB [X-Input]",,"Wired USB","Wired","-","NO","A",3.782,1.192,6.228,1.336,"Controller Adapter","-",142,"07/20/2020",73,"Mayflash - Megadrive Controller Adapter PC USB [X-Input]","mayflash megadrive controller adapter pc usb x input","",,,,FALSE,6.11807706957174,1.44552293042826,,,,,,,,,,,,77.3,100,0,0,,FALSE,"Direct measurement"
"MadCatz","TE2+ Ryu SFV","MadCatz - TE2+ Ryu SFV",,"Wired USB","Wired","-","YES","A",3.83,1.202,7.196,1.36,"Joystick","8.0",133,"06/10/2020",74,"MadCatz - TE2+ Ryu SFV","madcatz te2 ryu sfv","",,,,FALSE,6.18557670941714,1.47382329058286,,,,,,,,,,,,77,100,0,0,,FALSE,"Direct measurement"
"BlissBox","BlisSTer v2","BlissBox - BlisSTer v2 [Non-LLAPI]",,"NES OEM via Bliss Adapter","Wired","-","NO","A",4.1,0.577,5.16,3.096,"Controller Adapter","-",76,"09/19/2020",75,"BlissBox - BlisSTer v2 [Non-LLAPI]","blissbox blisster v2 non llapi","",,,,FALSE,5.23119921907961,2.96940078092039,,,,,,,,,,,,75.4,100,0,0,,FALSE,"Direct measurement"
"Ultimarc","I-PAC","Ultimarc - I-PAC",,"Wired USB","Wired","-","NO","A",4.21,1.185,6.64,1.9,"Joystick Encoder","-",239,"06/12/2020",76,"Ultimarc - I-PAC","ultimarc i pac","",,,,FALSE,6.53215732167996,1.88704267832004,,,,,,,,,,,,74.7,100,0,0,,FALSE,"Direct measurement"
"Logitech","F310 USB Gamepad","Logitech - F310 USB Gamepad [X-Input]",,"Wired USB","Wired","-","NO","A",4.262,0.756,6.084,2.516,"Controller","4.0",129,"06/30/2020",77,"Logitech - F310 USB Gamepad [X-Input]","logitech f310 usb gamepad x input","",,,,FALSE,5.74363277231228,2.78016722768772,,,,,,,,,,,,74.4,100,0,0,,FALSE,"Direct measurement"
